id,asin.original,asin.variant,review_data,date.date,date.unix,name,rating,title,review,verified_purchase,media,positive_sentiment,negative_sentiment,asin,num_tokens,review_num_tokens,response
10,B07X7YFZWG,B07XCRT49W,"Reviewed in the United States on March 25, 2023",2023-03-25,1679702400,db,5,Just the right size,Keeps kids busy and they have fun Everything all together,False,[],0.9360318183898926,0.0042406981810927,B07X7YFZWG,11,11,"{""Review Summary"": ""Great for keeping kids busy and having fun"",""Observed Technical Facts"": ""Unknown"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""Unknown"",""How the product is used"": ""To keep kids busy and entertained"",""Where the product is used"": ""Unknown"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Keeps kids busy and having fun"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Unknown""}"
11,B07X7YFZWG,B07XCRVK2Y,"Reviewed in the United States on March 21, 2023",2023-03-21,1679356800,Nan,5,Kids love these,Bought these for my grandchildren to have on long car ride They love them Used them to make all kinds of designs for things they saw out the window I like that there were lots of pieces  everything is contained in one board Would buy again,False,[],0.986922562122345,0.0016756160184741,B07X7YFZWG,48,48,"{""Review Summary"": ""Great for keeping kids entertained on long car rides."",""Observed Technical Facts"": ""Multiple pieces, contained in one board"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""Unknown"",""How the product is used"": ""Entertaining kids on long car rides"",""Where the product is used"": ""Car"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Keeps kids entertained, lots of pieces, contained in one board"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Grandparent who purchased the product for their grandchildren""}"
12,B07X7YFZWG,B07XCRT49W,"Reviewed in the United States on March 20, 2023",2023-03-20,1679270400,P. M. O.,5,Fun toy for kids,Good toy Will be used often,False,[],0.8876246213912964,0.0061046350747346,B07X7YFZWG,6,6,"{""Review Summary"": ""Good toy for frequent use"",""Observed Technical Facts"": ""Unknown"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""Unknown"",""How the product is used"": ""Frequent use"",""Where the product is used"": ""Unknown"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Good toy"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Unknown""}"
13,B07X7YFZWG,B07XCRVK2Y,"Reviewed in the United States on March 18, 2023",2023-03-18,1679097600,Marie Morris,5,Very nice magnet toy for young kids,This toy will keep young children fairly entertained for awhile They can create nice patterns using thisIt is built very well Durable colorful and easily packed for trips by car or for use while on an airplane ride,False,[],0.9898218512535096,0.0016030925326049,B07X7YFZWG,40,40,"{""Review Summary"": ""Durable and entertaining toy for young children"",""Observed Technical Facts"": ""Creates patterns, colorful, durable"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""Unknown"",""How the product is used"": ""Creating patterns"",""Where the product is used"": ""At home, in the car, on airplanes"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Entertaining, durable, colorful"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Unknown""}"
14,B07X7YFZWG,B07X7YFZWG,"Reviewed in the United States on March 16, 2023",2023-03-16,1678924800,BastMan,4,Fun,Nephew loved it,False,[],0.9085931777954102,0.0181220509111881,B07X7YFZWG,5,5,"{""Review Summary"": ""Positive feedback from the nephew"",""Observed Technical Facts"": ""Unknown"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""Unknown"",""How the product is used"": ""Unknown"",""Where the product is used"": ""Unknown"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Nephew loved it"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Unknown""}"
15,B07X7YFZWG,B07XCRT49W,"Reviewed in the United States on March 13, 2023",2023-03-13,1678665600,Elina Kolev,4,"Pretty good, overall",Writes very well but it is very loud,False,[],0.5407697558403015,0.0841474086046218,B07X7YFZWG,8,8,"{""Review Summary"": ""Good writing quality but loud"",""Observed Technical Facts"": ""Unknown"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""Loudness"",""How the product is used"": ""Writing"",""Where the product is used"": ""Unknown"",""Sentiment"": ""Neutral"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""No"",""Delight Reason"": ""N/A"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Unknown""}"
16,B07X7YFZWG,B07XCRT49W,"Reviewed in the United States on March 13, 2023",2023-03-13,1678665600,Sandra Faye K,5,Just arrived- so far so good with my almost 3 year old !,The media could not be loaded If you can handle the clicking sound then its a great idea My sons little fingers arent quite strong enough to push the beads down so we have to help him but that doesnt stop him from playing with itbeads are well intact and the pen works wellclicking it makes is oddly satisfying to me so it doesnt effect me video should play the clickingthe size is good for slipping in a diaper bag or back pack on the gothe pen could easily be misplaced if not replaced in the slot could possibly be created with a string that holds it just like the old school etchasketch would recommend to everyone,False,"[""https://m.media-amazon.com/images/I/7111FhQXA1L._SL1600_.jpg"",""https://m.media-amazon.com/images/I/71Hw6nsWfbL._SL1600_.jpg"",""https://m.media-amazon.com/images/I/71ZVV-O9NSL._SL1600_.jpg"",""https://m.media-amazon.com/images/I/71oAfGx+bYL._SL1600_.jpg""]",0.4469638466835022,0.1673235893249511,B07X7YFZWG,128,128,"{""Review Summary"": ""Positive review with minor suggestions for improvement"",""Observed Technical Facts"": ""Beads, pen, clicking sound"",""Improvements expected / what users request"": ""A string to hold the pen in place"",""Complaints and issues users have experienced"": ""Difficulty for young children to push beads down"",""How the product is used"": ""As a toy for young children"",""Where the product is used"": ""At home, on the go"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Well-intact beads, satisfying clicking sound"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Parent of a young child""}"
17,B07X7YFZWG,B07XCRVK2Y,"Reviewed in the United States on March 7, 2023",2023-03-07,1678147200,Abigail Wilcox,5,Perfect for kids,My kids love this I even play it from time to time,False,[],0.9919814467430116,0.0016735596582293,B07X7YFZWG,12,12,"{""Review Summary"": ""Great for kids and enjoyable for adults too."",""Observed Technical Facts"": ""Unknown"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""Unknown"",""How the product is used"": ""Entertainment"",""Where the product is used"": ""Unknown"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Kids love it and even adults enjoy it"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Unknown""}"
18,B07X7YFZWG,B07XCRVK2Y,"Reviewed in the United States on March 3, 2023",2023-03-03,1677801600,A. Lucas,5,Basic but Brilliant,Weve had one for a while and my elementary schooler loves it especially for car trips Gifted two more with great feedback,False,[],0.9868810772895812,0.0020002343226224,B07X7YFZWG,25,25,"{""Review Summary"": ""Positive feedback for the product, especially for car trips."",""Observed Technical Facts"": ""Unknown"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""Unknown"",""How the product is used"": ""For car trips"",""Where the product is used"": ""Unknown"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Elementary schooler loves it, great feedback"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Parent or gift giver""}"
19,B07X7YFZWG,B07X7YFZWG,"Reviewed in the United States on March 2, 2023",2023-03-02,1677715200,Carol Goloby,5,Keeps their attention for longer periods.Adults too.,Kids from 2 to 70 have enjoyed this drawing boardEach time I pick it up I have to play with itHard to put awaySeveral adults have asked about it for the children in their livesI havent had trouble with losing the stylusGreat buy,False,[],0.9898790121078492,0.0015558538725599,B07X7YFZWG,52,52,"{""Review Summary"": ""Fun and enjoyable drawing board for all ages"",""Observed Technical Facts"": ""Unknown"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""None mentioned"",""How the product is used"": ""Drawing and playing"",""Where the product is used"": ""Unknown"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Fun for all ages, enjoyable to play with"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Unknown""}"
20,B07X7YFZWG,B07X7YFZWG,"Reviewed in the United States on April 20, 2023",2023-04-20,1681945200,Gary Stauffer,5,Cute and great for sensory kids!,Ok  so I should tell you that my kids love this  but my HUSBAND is also obsessed with this It is so fun to draw on and so satisfying to clear off Great for long car trips waiting rooms and even playing with while i read to my kiddosThe pencil snaps super easily into it and amazingly stays putI love this and will be getting 3 more,False,[],0.8137229681015015,0.0147365825250744,B07X7YFZWG,75,75,"{""Review Summary"": ""Great for kids and adults, perfect for long car trips and waiting rooms."",""Observed Technical Facts"": ""Easy to draw on, satisfying to clear off, pencil snaps easily into it and stays put"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""None mentioned"",""How the product is used"": ""Drawing, passing time during car trips and waiting rooms, playing while reading to kids"",""Where the product is used"": ""Car, waiting rooms, home"",""Sentiment"": ""Delight"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Fun to use, satisfying, easy to use"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Parent who purchased the product for their kids and husband""}"
21,B07X7YFZWG,B07XCRVK2Y,"Reviewed in the United States on April 18, 2023",2023-04-18,1681772400,Leanne M.,3,It’s not an even number of holes.,So hubby bought this for me for calming when fidget toys arent working Panic attacks It works great It is loud which actually helpsThe ONLY complaint  its 19 holes x 20 holes so I cant do any perfect patterns I mean it works because I cant get anything to be perfect other than little things so I keep working at it But ohhhhh thats stressfulIt would get 5 stars if it wasnt for that And yes it is aimed at kids not adults but it works Just dont count them lol,False,"[""https://m.media-amazon.com/images/I/71+E+Jhhu4L._SL1600_.jpg"",""https://m.media-amazon.com/images/I/71piAyzQj4L._SL1600_.jpg""]",0.7630510330200195,0.0332942605018615,B07X7YFZWG,102,102,"{""Review Summary"": ""Effective for calming during panic attacks, but limited by hole pattern"",""Observed Technical Facts"": ""Loud operation, 19x20 hole pattern"",""Improvements expected / what users request"": ""More hole pattern options for adults"",""Complaints and issues users have experienced"": ""Limited hole pattern for creating perfect designs"",""How the product is used"": ""Calming during panic attacks"",""Where the product is used"": ""Unknown"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Effective for calming during panic attacks"",""Disappointment"": ""Yes"",""Disappointment Reason"": ""Limited hole pattern for creating perfect designs"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""Yes"",""User Description"": ""Adult user with panic attacks""}"
22,B07X7YFZWG,B07XCRVK2Y,"Reviewed in the United States on April 18, 2023",2023-04-18,1681772400,Amazon Customer,5,Super fun for all ages!,I bought for travel to keep my 3 year old busy and several older family members ended jk playing with it We even had multiple people in the airport ask where we got it I would definitely recommend,False,[],0.9655200242996216,0.0068639838136732,B07X7YFZWG,40,40,"{""Review Summary"": ""Great for travel and entertaining all ages"",""Observed Technical Facts"": ""Unknown"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""None mentioned"",""How the product is used"": ""Entertaining during travel"",""Where the product is used"": ""Airport"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Entertained all ages, received compliments from others"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Traveler with a 3-year-old and older family members""}"
23,B07X7YFZWG,B07X7YFZWG,"Reviewed in the United States on April 17, 2023",2023-04-17,1681686000,Marcea Oberholtzer,2,Lost the pen,The little magnetic pen should be attached somehow We unfortunately lost our pen its kind of a useless toy without it It is good quality and works great But probably tie your pen on right away so you dont end up loosing it like we did ,False,[],0.1572811901569366,0.2539228200912475,B07X7YFZWG,48,48,"{""Review Summary"": ""Good quality product, but the pen should be attached to avoid losing it."",""Observed Technical Facts"": ""Magnetic pen"",""Improvements expected / what users request"": ""Pen attachment mechanism"",""Complaints and issues users have experienced"": ""Lost pen, rendering product useless"",""How the product is used"": ""Unknown"",""Where the product is used"": ""Unknown"",""Sentiment"": ""Neutral"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""No"",""Delight Reason"": ""N/A"",""Disappointment"": ""Yes"",""Disappointment Reason"": ""Lost pen, rendering product useless"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Unknown""}"
24,B07X7YFZWG,B07XCRVK2Y,"Reviewed in the United States on April 15, 2023",2023-04-15,1681513200,Ron Janosko,4,Car toy,Grandson  and his father loved it,False,[],0.930389642715454,0.0135127194225788,B07X7YFZWG,8,8,"{""Review Summary"": ""Grandson and his father loved it."",""Observed Technical Facts"": ""Unknown"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""Unknown"",""How the product is used"": ""Unknown"",""Where the product is used"": ""Unknown"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Loved by grandson and his father"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Unknown""}"
25,B07X7YFZWG,B07XCRVK2Y,"Reviewed in the United States on April 15, 2023",2023-04-15,1681513200,Customer,5,10 year old loves it,Cool productMy daughter loves it,False,[],0.9628327488899232,0.0042924173176288,B07X7YFZWG,6,6,"{""Review Summary"": ""Positive review from a satisfied customer"",""Observed Technical Facts"": ""Unknown"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""Unknown"",""How the product is used"": ""Unknown"",""Where the product is used"": ""Unknown"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Daughter loves it"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Unknown""}"
26,B07X7YFZWG,B07XCRT49W,"Reviewed in the United States on April 10, 2023",2023-04-10,1681081200,jorge niebla,4,Love the product,I am loving the product My son is 11 NonVerbal Autistic and is loving this as well The picture is how it is looking after taking it on a car ride Im not quite sure why its doing that The holes have the balls in them they just wouldnt come up like they are supposed to I will troubleshoot it to find out Otherwise its a Great Product,False,"[""https://m.media-amazon.com/images/I/71OPaLOsArL._SL1600_.jpg""]",0.7263879776000977,0.0231071878224611,B07X7YFZWG,74,74,"{""Review Summary"": ""Great product for nonverbal autistic children, but some troubleshooting required."",""Observed Technical Facts"": ""Unknown"",""Improvements expected / what users request"": ""Unknown"",""Complaints and issues users have experienced"": ""Balls not coming up as they are supposed to"",""How the product is used"": ""Unknown"",""Where the product is used"": ""In a car"",""Sentiment"": ""Positive"",""Anger"": ""No"",""Anger Reason"": ""N/A"",""Delight"": ""Yes"",""Delight Reason"": ""Loving the product, son enjoys it too"",""Disappointment"": ""No"",""Disappointment Reason"": ""N/A"",""Time"": ""Unknown"",""Season"": ""Unknown"",""Weather"": ""Unknown"",""User Known"": ""No"",""User Description"": ""Parent of an 11-year-old nonverbal autistic child""}"
