"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on February 9, 2023","George FGeorge F","yes","yes","As Advertised","Metal seems to be a decent gauge and they were easy to put together. Their is a support bracket in the middle so I think they will hold there shape when filled with dirt .I bought some lumber and going to dress mine like the one in the picture",5,"https://m.media-amazon.com/images/I/71QHvLJQADL.jpg , https://m.media-amazon.com/images/I/81iYSze1uUL.jpg","-","https://www.amazon.com/gp/customer-reviews/R29A8L0E74JOHF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on August 22, 2022","Lester Hembel","yes","yes","Very happy with the raised bed","We have been ordering galvanized raised beds this summer and preparing them for next year's planting season. We love the sturdiness of them as well as the eye appeal. I'm sure we will enjoy these for years to come. We have had raised garden beds for years, all we made from wood. Which have to be repaired or replaced from time to time. We are seniors now and rebuilding is not something we want to do anymore. We really love this 6ft one we ordered from you. Glad we bought it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2V5STF401FTB0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B0B49M8HD4","Size: 6x2.3x1 FT（1PCS）"
"Reviewed in the United States on January 11, 2022","Fiedus","yes","yes","Change my mind after living with this product for a while","I wasn't expecting much given the price and after initial assembly, I thought it was OK.  But now after filling with soil, I would not recommend this product.  The long sides are too flimsy.  I've had to add metal stakes all around the outside to prop it up.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RCHSF5DMXF0P6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 1, 2022","R. Pullan","yes","yes","Goes together easily but sharp edges are exposed during the assembly process so I recommend gloves","I mean it. ""Tin"" cuts are even worse than paper cuts.Very well packaged with no possibility of loss or damage.The instructions are brief but the diagrams help and it's not all that difficult to figure out at all.Be prepared for assembly to take a long time - 80 nuts and 80 bolts need to meet each other through either a panel+a bracket or 2 panels+2 brackets.Luckily, the holes are all drilled accurately so the only thing that occasionally makes insertion a little harder is the natural flexibility of the whole construction until you have all the parts connected and supported in place, at which point you get to go round all 80 connection points once more in order to tighten them up.The sharp edges only come into play if you are trying to put this together on your own.  If you have a second person to hold the side panels steady, bolting on a corner piece or joining two panels together would be a whole lot easier on fingers and knuckles.I love that this is 2 feet deep. I have filled the bottom 1ft with rotting firewood left over from Hurricane Sandy, a few fallen and partially decomposed leaves, horse poop and wood chips. Stuff that was just lying around. By the time I've filled it with good topsoil, I'll have a 64 square foot raised garden that has it's own heating and nutrient production in the ""basement"".",5,"-","-","https://www.amazon.com/gp/customer-reviews/RR5187X8HKB5F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on September 20, 2022","Heather L.","yes","yes","Works great!","I bought two of these to use in my garden. We filled the bottom with cut logs, then smaller branches and wood chips, and finally soil and compost. My plants grew well and I had almost no weeds to pull. Great inexpensive option for raised beds!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RY9PK5L774A9T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on July 26, 2022","Shaw","yes","yes","Decent price, but difficult assembly and flimsy","The media could not be loaded.                  Pros:- Great height- Decent price- WorksCons:- Flimsy pieces with sharp edges (almost cut my hand several times)- Bulges- Bends easy using gardening tools- Assembly is a pain in the butt- SOOOO MANY BOLTS",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1RYYQYXF5W9OS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 7, 2022","Lorri","yes","yes","This is a piece of junk..","The metal is a little bit thicker than aluminum foil. I am seeing bulging in the sides even though it is only 1/2 full. The support pieces 1/8th thick x24x1 metal is bulging. It should come with a tetanus shot even with gloves l had several !lacerations.. I don't know why all the4or5stars. I am going to get metal bars to help control the bulging sides. I think that I have only made1other review. I am not a complainer. I am just giving my opinion.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R115ZZKOT0T7NB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 29, 2022","katherine mowerskatherine mowers","yes","yes","Directions were poor","The media could not be loaded.                  The directions were confusing. It didn’t say where to use the large bolts and they weren’t step by step",4,"https://m.media-amazon.com/images/I/81U+lXmNzqL.jpg","-","https://www.amazon.com/gp/customer-reviews/RU5Y7G4VRO4Z3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 15, 2023","KYL","yes","yes","Quick set up","I like this because it was a kit. It’s sturdy enough and the size was good.  The screws and the center support bar are rusting though.  I hope they use the right type of hardware on their future orders",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2SNV2LGV2DDR4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on August 5, 2022","DCSDCS","yes","yes","Assembly issues but still exactly what was needed","Definitely needed two to assemble due to way too wobbly. When filled tends to bow outward. I had to buy longer screws to assemble the support bar. The ones provided were way to short. Still overall very happy with purchase. It does the job and looks great. I am hoping it will last many years.",4,"https://m.media-amazon.com/images/I/81j53tVVY-L.jpg , https://m.media-amazon.com/images/I/91npjPRkIBL.jpg","-","https://www.amazon.com/gp/customer-reviews/RBJ2IBU0PO5B0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on July 13, 2022","Goodyear, ArizonaGoodyear, Arizona","yes","yes","Alot of Nuts and screws","Assembly is a 2 man job , or you can prop the sides up against a couch or something to get the sides on.Only finger tighten the screws until the entire thing is assembled, it will make your life much easier.I haven't put any soil/plants in yet as I'm waiting for nicer weather.  Currently 110 here in AZ.",4,"https://m.media-amazon.com/images/I/81ppACDzdvL.jpg , https://m.media-amazon.com/images/I/91GRiGe6h9L.jpg","-","https://www.amazon.com/gp/customer-reviews/RAT6HJFY1QC3F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 20, 2022","Renette MazzaRenette Mazza","yes","yes","Really Awesome, nice size, lots of garden space","The first one was really hard to put together, but once we worked out all the kinks they were easy to assemble. Filled a 20/30 Garden plot with 6, could have put more but wanted the space between the raised beds ADA compliant. Witt the price of wooed right now these are a great alternative. Make sure you use the gloves supplied when assembling, me and my husband had pretty severe allergic reaction to the metal dust we had in our fingers and I think ingested and breathed in the first 4 we assembled.",5,"https://m.media-amazon.com/images/I/919YlcoSuML.jpg","-","https://www.amazon.com/gp/customer-reviews/R3CV80XJRIMMVM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 25, 2022","Neapolis,Ohio","yes","yes","Exceeded Expectation","I would definitely buy another one of these raised garden beds. It is well made & sturdy. We did our research on how to fill a raise bed, starting with logs... and then dirt. With all the dirt we put in it, it didn't seem to bend or bow or move at all. We used the brackets to screw it into the ground and everything seems very secure.  I look forward to not working from the ground to care for what we will plant. I really like the height of it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2PFAMTGMMKM3B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 3, 2022","Joe Andrew Monrial","yes","yes","Easy But Time Consuming","Hundreds of screws to put together…but worth it. It gives piece of mind that this is a set it and forget it set up for decades to come.Even in a tough environment like Colorado where temperatures can get sub zero in winter and the high altitude sun can bake up to over 100 degrees this should withstand the test of time vs a wood set up.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R26K9DEFROTN7N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on December 28, 2021","Ana Caballero","yes","yes","Dont waste your money","Unfortunately this is not worth the price at all. The material is very thin therefore it will easy bend and dent with the slightest touch. You will need to reinforce it 4x2 all around or it will not be long before it falls apart or at least changes shape completely. Material is extremely thin. I will never buy this again and wish I could send it back. There are way better ones out there.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3C4YE49FL8YZD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on July 24, 2022","Sally D.","yes","yes","Bowed when filled","The sides of this bed bowed when it was filled.  I worry it will split apart.  We ordered 2, but returned the second.  Disappointing.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3PZGNB91SLB1T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on February 21, 2023","AndyT","yes","yes","Galvanized Raised Garden Bed","I bought this for my wife who wants to raise some vegetables this summer.  I suppose it does what its name implies adequately but there are a couple of things you should know.  The bed is a good size but the materials are flimsy.  The bed is constructed from very thin corrugated tin.  I have to wonder how many years it will exist before it collapses.  And the edges are sharp.  Be careful when assembling it to wear gloves.  I didn't and cut myself several times.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2O935XVJHIH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 27, 2022","Carl A. Trapani","yes","yes","Watch out for the sharp metal edges!","This is a huge 4'x8' above ground planter. It takes 80 bolts and nuts to build. That's a lot! I am on blood thinner and had to be VERY careful not to cut myself when assembling this. BTW that took me almost two hours - I kept dropping the small bolts or nuts and had to find where they had rolled.  The box and pacing are neatly designed, but I am sure some prefab work could have been done by manufacturer to shorten the assembly time for the purchaser. This unit does have a rolled upper edge which is better for safety, but the connector plates are like razors. My grandson bumped into a corner edge and it punctured and deeply cut his leg. If it had been me, that could have been a disaster. I am trying to figure out something that will cover all the sharp edges and prevent future cuts. The ad pictures don't show how sharp the corner edges are - so beware!",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3PHMBQBAZO6H5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 30, 2023","Kelly L.","yes","yes","Trash.  Rusted after a few months.  Complete waste of money","These were expensive and complete trash; rusted through after a few months.  NOT galvanized steel.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R36641324FR2IT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 28, 2023","Vicki ODonnell","yes","yes","Be Patient!","It does take some time to put in all the screws and nuts,  but it is logical and everything fits together smoothly.  After putting cardboard,  lots of wood , leaves and hay,  it still takes a lot of soil, mulch and compost!  The great thing is there's no having to kill the grass,  rototill the ground.  Your plants get the best possible condition for being healthy!  The best part is, you don't have to get on your knees or bend over killing your back!  And by mulching there's no weeds!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3IBIE5EB39XPL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on January 11, 2023","kelly","yes","yes","Do not tighten bolts until you have every thing in place","They are not difficult to put together if you do not tighten the bolts until it is put together. I ordered 3 one had solid 2 ft sides and ends. On the other two the sides and ends were section that bolted together. I don't know why they were different but if the sides are made up of 2 panels be sure to over lap them so the seam is pointed down. The sides do bow out a bit once filled with soil",4,"-","-","https://www.amazon.com/gp/customer-reviews/RRGBIZ7P45W6Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on July 21, 2022","Cheri Saley","yes","yes","Assembly had me saying words I usually don't...","I believe the assembly would have been easier had the long sides been assembled first then the ends. I ended up having to go get longer screws to make the middles assemble. Even then, I had to call friends to help assemble. But...we did eventually get it assembled, and filled, and planted with herbs. I'm loving having my raised garden.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1KRTWX0XV0WLY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 6, 2022","David David ","yes","yes","Tons of screws!","We bought 6 of these and assembled them. I will say putting them together is a chore. The first one took my wife and I about an hour but by the 6th one I did it myself in about 30 minutes. There are just a ton of screws to screw in but otherwise it’s pretty easy. They are bowing a little on the sides after filling with dirt but seem to be holding the dirt fine for now.",4,"https://m.media-amazon.com/images/I/81h60wzq+JL.jpg","-","https://www.amazon.com/gp/customer-reviews/RPO7MG0QI9V6O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 1, 2022","Lisa","yes","yes","Anxious to get the garden growing!","Arrived quickly & in good shape. All parts in package. Not really hard to assemble with electric drill/screwdriver and another set of hands. It’s very tedious putting together all the nuts & bolts and holding wall in alignment was a little tricky at times.  We completely filled it with real dirt. We did not buy expensive bagged soil therefore it was a much heavier fill. The center did bulge out some. I’d suggest to the company to put one more brace in the center walls to give more support in side walls.I am really glad I got the 2’ high container. Really nice having it that height. And the 4’x8’ length & width is a perfect size!I am happy to have it & hope it will give me many years of enjoyment in gardening.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3RBJ6UIGVRBU8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 12, 2022","Colin FordColin Ford","yes","yes","Arrived with Dents","Had multiple dents, but nothing that would impact its usability.  Sort of annoying with the dents, but amazon couldn’t help besides sending a new one which could have taken a few weeks.  With gardening, we didn’t have that time to wait to transplant.",4,"https://m.media-amazon.com/images/I/81LmakQ53iL.jpg , https://m.media-amazon.com/images/I/81vanwqnDuL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3CKHUPE9DGDSG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on July 1, 2022","Deb Z","yes","yes","Needs more support in the middle. Bailing wire works! My first bed is growing wonderful veggies.","I love the whole product except that it needs more support in the middle of the long side to keep it from bowing once it is filled with dirt. The kit only comes with a top bar and a bottom bar. I used bailing wire in two spots between the top and bottom support bars and it worked great.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RIWFGE7T2ZH55/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 30, 2022","M. Howard","yes","yes","Nice Edges","I was very concerned about the edges being sharp on these beds because I have small children. They arrived with gloves to protect your hands during assembly. However, I was pleasantly surprised that the exposed edges appear to be rolled. They aren’t round; they’re thin, but they are not sharp at all. It took two people about an hour to assemble each bed. I definitely look forward to adding more next year.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1FR3R9JL1ZYKO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on April 2, 2022","Dheeptha MuraliDheeptha Murali","yes","yes","Worth the trouble to put it together!","I was so looking forward to this to start building up my garden. After doing some research on what types of garden beds to get, we ended up purchasing two of these. It take two people to put it together and can at times be frustrating but the final results are so worth it with its sturdy finish! Can't wait for my plants to grow this summer.",5,"https://m.media-amazon.com/images/I/81xRCUUicIL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2ZCI0I7WXFCQZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 29, 2022","Amazon CustomerAmazon Customer","yes","yes","Easy to assemble.","Here is my new raised bed, ready to be filled! It was very easy to assemble and easy to carry from the garage, where it was assembled, to the garden site. The size is great and the height allows me to tend to plants easily.",5,"https://m.media-amazon.com/images/I/816QiB1JYaL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3ADER64NT2SFI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 18, 2022","Karen HuffmanKaren Huffman","yes","yes","Well made","The media could not be loaded.                  It takes awhile to assemble, but we like that it doesnt have a bottom (for drainage) but the corregated metal is nice and priced well.",5,"https://m.media-amazon.com/images/I/911tjkPlYVL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1JZWXTNL2NJBY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on February 27, 2022","AmberAmber","-","yes","Keep your garden in order","I love how easy it was to assemble and the color it has. Making the garden look like it came out of Pinterest.",5,"https://m.media-amazon.com/images/I/919kwDIikEL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3CFX39Y9A8KEM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 12, 2022","CWCW","-","yes","Durable raised garden bed.","It was fairly easy to put together, I did it alone and the instructions were clear. The wing nut bolts seem a little flimsy so we'll see how long they last before rusting up or breaking off but other than that this is exactly what i expected-a heavy duty metal garden tool holder with feet on the bottom for stability when in use outdoors during bad weather conditions.",5,"https://m.media-amazon.com/images/I/81eFcVzVwdL.jpg","-","https://www.amazon.com/gp/customer-reviews/RKN2V600KLVAV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 4, 2023","Amazon Customer","yes","yes","Rised Bed","Just put raised bed soil. I will be planting around the Jan. 15th to make sure there is no more freezing here. We don't get a lot of real cold weather here in AZ were I live. Some freezing between the middle of Dec and Jan. My son put it together for me.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R32MZJN6N7U8WC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
