"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on May 20, 2023","Alex","yes","yes","Good price and quality","Hard to complain when the next available bed I could find of similar size was $10 more and 1 inch shorter. The metal is dipped in paint and 99.9% covered and scratch resistant. I can't speak of the longevity but it looks like they will last a very long time. These could be screwed together to make a higher bed.Some of the screws cross thread. I find it helps to first try to turn the nuts on counterclockwise to clean the top of the screw threads.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3GFV8S4WTFCG2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLDCPCV","Size: 4×1.5ft Tall | Color: Round-antique White"
"Reviewed in the United States on May 14, 2023","In The Trough Farm","yes","yes","Heavy duty and well built","Have bought other brands before but was very pleased at the quality of these. Wing nuts were easier to use than tiny nuts that other brands send. Heavy duty metal. No rough edges. Great color. Would definitely buy again",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2E14K1M64E5AM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLDCPCV","Size: 4×1.5ft Tall | Color: Round-antique White"
"Reviewed in the United States on May 9, 2023","karen ","yes","yes","Look great!","Easy to put together and look great!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1WBN3HSYWK778/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLBTC8L","Size: 8×4×1.5ft Tall | Color: Rectangle-antique White"
"Reviewed in the United States on May 22, 2023","Timothy PaulTimothy Paul","yes","yes","2 out of 3 unusable","I bought 3 of these. 1 is great. 2 were completely banged up and cant build them. So when I went to return the planters, they are making me pay for the shipping!!!! I will not recommend these as their packaging isnt reliable and the return process is spendy for the consumer. Theyre from China so communication with the seller is impossible.",1,"https://m.media-amazon.com/images/I/61nQaFL9mML.jpg","-","https://www.amazon.com/gp/customer-reviews/R146YAA7EBDPQ2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLH5M3F","Size: 8×4×2ft Tall | Color: Oval-antique White"
"Reviewed in the United States on May 29, 2023","D. OverbeckD. Overbeck","yes","-","They work.","Swtup takes a little time. many of my panels were bent to heck, but once I got the bolts through they could re-bend themselves. Including the gloves is a nice touch. All-in-all they work.",4,"https://m.media-amazon.com/images/I/91dsRRwdcJL.jpg","-","https://www.amazon.com/gp/customer-reviews/R337ONKRDUCOAC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","-","-"
"Reviewed in the United States on May 1, 2023","Anita Boomgarden","yes","-","Bigger than I expected but was easy to set up and will make a good raised bed.","I like the construction and ease of putting together but found that one was all I needed not 2.Company needs to send me a return label but I have not heard from them.  Urgent that I get in touch with them to get this sent back on time.",4,"-","-","https://www.amazon.com/gp/customer-reviews/RK5QGPDGBWMRL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","-","-"
"Reviewed in the United States on May 28, 2023","Mariac","yes","-","Smart looking raised bed planter.","Love the look and how sturdy this raised planter is. It is well built and it’s easily assembled.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RQT3QHN0C69NC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLDFCRG","Size: 6×3×2ft Tall | Color: Oval-quartz Grey"
"Reviewed in the United States on May 23, 2023","Matthew Raymond","yes","-","Decent Product","Good planter for the money.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2N75SJBGRGP9Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLBTC8L","Size: 8×4×1.5ft Tall | Color: Rectangle-antique White"
"Reviewed in the United States on May 16, 2023","MARISSA","yes","-","Love this raised bed.","Easy to assemble. My grade school  grandchildren did most of the assembly!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2L9I82SOCJEAI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","-","-"
"Reviewed in the United States on May 20, 2023","Robert Ewing","yes","-","Shipping and tracking are terrible.","My guess is they don't stock this item and had to order it before UPS picked it up 6 days later. Perhaps it was a drop shipment from the wholesaler. The raised bed itself seem to be of good quality. Separately I ordered support rods to stabilize the mid section and 160 stainless steel washers to protect the corrugated metal from damage during setup.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R36383RDK34S3D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","-","-"
"Reviewed in the United States on April 6, 2023","Shirlene Andrews","yes","-","You get what you pay for","It's a pack of metal from China.  The coating was better than I expected.  The instructions are not good.  Once you get going it is not hard to put together.  We got the 24"" tall units, they are full of dirt and work as you would expect.",3,"-","-","https://www.amazon.com/gp/customer-reviews/RIELQRQ075CT0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","-","-"
"Reviewed in the United States on March 28, 2023","Rhonda G Binns","yes","-","Meets my expectations","Easy to assemble",5,"-","-","https://www.amazon.com/gp/customer-reviews/R12E91PDT62BDH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLC31M4","Size: 8×4×1.5ft Tall | Color: Rectangle-quartz Grey"
"Reviewed in the United States on February 10, 2023","Dawna E Gepner","yes","-","Raised gardens","This very sturdy after assembled.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1PUHCQP7NMQBD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLBRSCN","Size: 4×1.5ft Tall | Color: Round-quartz Grey"
"Reviewed in the United States on May 16, 2023","Kola Miller","yes","-","Middle brackets are not the right size","Middle brackets are not long enough and bends in the one side...had to make our own brackets, ughhhhh!",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3Q3V5DTZ18AXU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLBTC8L","Size: 8×4×1.5ft Tall | Color: Rectangle-antique White"
"Reviewed in the United States on May 1, 2023","PNW Homestead","-","-","Works well, nicely finished","Been using this for about half a year now, liking it a lot. We do feel this is on the pricy side but we think it is worth it.First off, the installation process was simple, all the parts were included and everything lines up well and braces up simply. Only took us about 20 minutes to put it together with two people. The quality of the parts were top notch too, and the finishing is professional quality and looks good if want something that looks nicer for your garden.We've had this in our backyard garden for about half a year now, and there are a fair number of occasions when we bumped into these and they've held up pretty much perfectly.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RZO87KJZ03F6Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLDCPCV","Size: 4×1.5ft Tall | Color: Round-antique White"
"Reviewed in the United States on May 15, 2023","Breanna","-","-","Perfect for our home garden","Perfect for our home garden. Beware, the box is very heavy!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R37IZX9LCAKPK0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","-","-"
"Reviewed in the United States on March 2, 2023","B Renee","-","-","Nice bed","This raised bed took about an hour to put together. We were able to get it put together with no issues. It's huge so it will take a lot of soil to fill. The design is nice. It was packed well.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3GQ6P29AS57O1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLC31M4","Size: 8×4×1.5ft Tall | Color: Rectangle-quartz Grey"
"Reviewed in the United States on May 15, 2023","Amazon Customer","yes","-","Easy to put together.","Takes about 30 minutes to put together, for each one. I like the color better than the galvanized ones, wish though they had a light green. My neighbors call them my mini silos.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R118VP8R9EVAEO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLBRSCN","Size: 4×1.5ft Tall | Color: Round-quartz Grey"
"Reviewed in the United States on May 14, 2023","Sam","yes","-","Great garden beds","Easy to assemble, extra hardware include in all  4 that I bought, very sturdy when assembled.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1FED8F7M6TWJG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","-","-"
"Reviewed in the United States on March 1, 2023","Dan","yes","-","Beautiful","Absolutely in.love with these. Very durable. Strong and large",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3L1CKI7WP1QVU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDLH5M3F","B0BDLC31M4","Size: 8×4×1.5ft Tall | Color: Rectangle-quartz Grey"
